 Variables="x""y""rho""p""u""v"
 Zone t = Solution
 I =            9
 j =            9
 Datapacking = BLOCK
 Varlocation=(3=CELLCENTERED, 4=CELLCENTERED, 5=CELLCENTERED,6=CELLCENTERED)
  0.000000000000000E+00  0.125000000000000E+00  0.250000000000000E+00  0.375000000000000E+00
  0.500000000000000E+00  0.625000000000000E+00  0.750000000000000E+00  0.875000000000000E+00
  0.100000000000000E+01  0.000000000000000E+00  0.125000000000000E+00  0.250000000000000E+00
  0.375000000000000E+00  0.500000000000000E+00  0.625000000000000E+00  0.750000000000000E+00
  0.875000000000000E+00  0.100000000000000E+01  0.000000000000000E+00  0.125000000000000E+00
  0.250000000000000E+00  0.375000000000000E+00  0.500000000000000E+00  0.625000000000000E+00
  0.750000000000000E+00  0.875000000000000E+00  0.100000000000000E+01  0.000000000000000E+00
  0.125000000000000E+00  0.250000000000000E+00  0.375000000000000E+00  0.500000000000000E+00
  0.625000000000000E+00  0.750000000000000E+00  0.875000000000000E+00  0.100000000000000E+01
  0.000000000000000E+00  0.125000000000000E+00  0.250000000000000E+00  0.375000000000000E+00
  0.500000000000000E+00  0.625000000000000E+00  0.750000000000000E+00  0.875000000000000E+00
  0.100000000000000E+01  0.000000000000000E+00  0.125000000000000E+00  0.250000000000000E+00
  0.375000000000000E+00  0.500000000000000E+00  0.625000000000000E+00  0.750000000000000E+00
  0.875000000000000E+00  0.100000000000000E+01  0.000000000000000E+00  0.125000000000000E+00
  0.250000000000000E+00  0.375000000000000E+00  0.500000000000000E+00  0.625000000000000E+00
  0.750000000000000E+00  0.875000000000000E+00  0.100000000000000E+01  0.000000000000000E+00
  0.125000000000000E+00  0.250000000000000E+00  0.375000000000000E+00  0.500000000000000E+00
  0.625000000000000E+00  0.750000000000000E+00  0.875000000000000E+00  0.100000000000000E+01
  0.000000000000000E+00  0.125000000000000E+00  0.250000000000000E+00  0.375000000000000E+00
  0.500000000000000E+00  0.625000000000000E+00  0.750000000000000E+00  0.875000000000000E+00
  0.100000000000000E+01
  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  0.000000000000000E+00  0.125000000000000E+00  0.125000000000000E+00  0.125000000000000E+00
  0.125000000000000E+00  0.125000000000000E+00  0.125000000000000E+00  0.125000000000000E+00
  0.125000000000000E+00  0.125000000000000E+00  0.250000000000000E+00  0.250000000000000E+00
  0.250000000000000E+00  0.250000000000000E+00  0.250000000000000E+00  0.250000000000000E+00
  0.250000000000000E+00  0.250000000000000E+00  0.250000000000000E+00  0.375000000000000E+00
  0.375000000000000E+00  0.375000000000000E+00  0.375000000000000E+00  0.375000000000000E+00
  0.375000000000000E+00  0.375000000000000E+00  0.375000000000000E+00  0.375000000000000E+00
  0.500000000000000E+00  0.500000000000000E+00  0.500000000000000E+00  0.500000000000000E+00
  0.500000000000000E+00  0.500000000000000E+00  0.500000000000000E+00  0.500000000000000E+00
  0.500000000000000E+00  0.625000000000000E+00  0.625000000000000E+00  0.625000000000000E+00
  0.625000000000000E+00  0.625000000000000E+00  0.625000000000000E+00  0.625000000000000E+00
  0.625000000000000E+00  0.625000000000000E+00  0.750000000000000E+00  0.750000000000000E+00
  0.750000000000000E+00  0.750000000000000E+00  0.750000000000000E+00  0.750000000000000E+00
  0.750000000000000E+00  0.750000000000000E+00  0.750000000000000E+00  0.875000000000000E+00
  0.875000000000000E+00  0.875000000000000E+00  0.875000000000000E+00  0.875000000000000E+00
  0.875000000000000E+00  0.875000000000000E+00  0.875000000000000E+00  0.875000000000000E+00
  0.100000000000000E+01  0.100000000000000E+01  0.100000000000000E+01  0.100000000000000E+01
  0.100000000000000E+01  0.100000000000000E+01  0.100000000000000E+01  0.100000000000000E+01
  0.100000000000000E+01
  0.128370771002775E+01  0.136111531047783E+01  0.141139724712715E+01  0.143981296814355E+01
  0.145244216251755E+01  0.145487750807868E+01  0.145154813107722E+01  0.144559044420287E+01
  0.119842498977313E+01  0.123431709485216E+01  0.127598060992525E+01  0.131680052357399E+01
  0.135243257224798E+01  0.138082887294827E+01  0.140173096764140E+01  0.141599171575359E+01
  0.118360087300414E+01  0.120047681745926E+01  0.122619758544760E+01  0.125783308830146E+01
  0.129164275261048E+01  0.132417467587553E+01  0.135294884180389E+01  0.137668285185422E+01
  0.117878443158188E+01  0.118602156901742E+01  0.119964724805195E+01  0.121978543956252E+01
  0.124521220605349E+01  0.127377830807066E+01  0.130301896410718E+01  0.133075144605053E+01
  0.117719055063633E+01  0.118010101741116E+01  0.118660205935405E+01  0.119779067640035E+01
  0.121406117507959E+01  0.123496258928248E+01  0.125928925145545E+01  0.128539374677012E+01
  0.117666722285457E+01  0.117779275472578E+01  0.118069250640757E+01  0.118636436238869E+01
  0.119565892029271E+01  0.120904929200414E+01  0.122647475127769E+01  0.124733741281132E+01
  0.117649600862835E+01  0.117692055730557E+01  0.117815783918430E+01  0.118086047049213E+01
  0.118576716281523E+01  0.119356367806420E+01  0.120472821882356E+01  0.121942501558101E+01
  0.117643991888207E+01  0.117659623813238E+01  0.117710306740845E+01  0.117832035745068E+01
  0.118073072920982E+01  0.118488612369417E+01  0.119132270839523E+01  0.120047597650933E+01
  0.114948855323028E+06  0.125234796775157E+06  0.132163357585648E+06  0.136213833304090E+06
  0.138105131939118E+06  0.138563847961659E+06  0.138190934379813E+06  0.137421863503205E+06
  0.103868622406592E+06  0.108179992775650E+06  0.113333847249917E+06  0.118497895577408E+06
  0.123087277671729E+06  0.126803136131907E+06  0.129582972451213E+06  0.131517366692009E+06
  0.102173033515521E+06  0.104204222879829E+06  0.107360653812429E+06  0.111311051982132E+06
  0.115594662474264E+06  0.119764736868780E+06  0.123487549941751E+06  0.126584456531449E+06
  0.101602508815579E+06  0.102460957601039E+06  0.104100826681010E+06  0.106562435138162E+06
  0.109718065869461E+06  0.113312381922678E+06  0.117035226976789E+06  0.120609645755404E+06
  0.101415628184238E+06  0.101758208650936E+06  0.102530782109775E+06  0.103875464540209E+06
  0.105855748266547E+06  0.108433152664200E+06  0.111470937831750E+06  0.114782849625822E+06
  0.101354564052035E+06  0.101486530261655E+06  0.101828769887935E+06  0.102503262656386E+06
  0.103618696077988E+06  0.105242672208647E+06  0.107380135166246E+06  0.109985368585975E+06
